Area_Type,Availability,Location,Size,Society Name,Total_Sqft,No of Bathroom,No of Balcony,Price in Lakhs,Price per sqft
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640,3,2,251,15305
Super built-up  Area,Ready To Move,Hennur,3 BHK,,1655,2,1,70.5,4260
Super built-up  Area,22-Jun,2nd Phase Judicial Layout,2 BHK,,900,2,2,41,4556
Built-up  Area,Ready To Move,Neelamangala,2 BHK,,1163,2,2,68,5847
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,ChionCo,1654,3,,97.8,5913
Built-up  Area,Ready To Move,Ngef Layout,4 BHK,,2100,3,1,1000,47619
Super built-up  Area,18-Jan,Bellandur,3 BHK,NiCodCa,1685,3,3,101,5994
Built-up  Area,Ready To Move,Banashankari,3 BHK,Sksia A,1540,3,3,80,5195
Super built-up  Area,18-Jan,Thanisandra,2 BHK,Bhmesy ,1265,2,1,72,5692
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1200,2,3,38.4,3200
Built-up  Area,Ready To Move,Amblipura,3 BHK,SuodsAc,1300,2,1,80,6154
Super built-up  Area,Ready To Move,Sultan Palaya,2 BHK,Vaaldak,1009,2,1,65,6442
Super built-up  Area,Ready To Move,Ramamurthy Nagar Extension,3 BHK,,1540,3,2,65,4221
Built-up  Area,Ready To Move,Bellandur,3 BHK,,1735,3,3,105,6052
Plot  Area,Ready To Move,HSR Layout,4 BHK,,2500,4,3,300,12000
Super built-up  Area,Ready To Move,Marsur,2 BHK,Asara S,497,1,1,20,4024
Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,Taonte ,2480,4,1,265,10685
Built-up  Area,Ready To Move,Electronic City,2 BHK,VHistal,1142,2,0,35,3065
Super built-up  Area,18-May,Doctors Layout,3 BHK,,1215,2,2,46.8,3852
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2,1,48,4486
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,Sryalan,1125,2,1,32.49,2888
Built-up  Area,18-Jul,Bommasandra Industrial Area,2 BHK,,1125,2,1,32.49,2888
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Doissa ,1575,2,3,85,5397
Super built-up  Area,18-Dec,Hosa Road,2 BHK,SJerse ,1360,2,1,77.61,5707
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,,1710,3,2,85,4971
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,Sryalan,1200,2,1,34.65,2888
Super built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,SNity S,2185,3,3,120,5492
Built-up  Area,Ready To Move,Bagalur,4 BHK,Krton S,2400,4,3,135,5625
Super built-up  Area,Ready To Move,Banashankari,2 BHK,,1195,2,1,35.84,2999
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Gundaa ,1012,2,1,45,4447
Super built-up  Area,Ready To Move,Ganga Nagar,2 BHK,,998,2,2,65,6513
Plot  Area,Ready To Move,Doddaballapur,3 BHK,,2400,3,1,250,10417
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1130,2,2,85,7522
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Proodt ,1744,4,1,210,12041
Super built-up  Area,18-Jul,Rajaji Nagar,4 BHK,ProdsWe,2733,5,2,259,9477
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,Ajnue A,1354,2,1,98,7238
Plot  Area,Ready To Move,Maruthi Nagar,10 BHK,,3300,9,,450,13636
Super built-up  Area,Ready To Move,Brookefield,2 BHK,Stlomg ,1389,2,2,94,6767
Plot  Area,Ready To Move,Sarjapur,4 BHK,Puodsm ,2970,3,3,130,4377
Super built-up  Area,Ready To Move,Cooke Town,3 BHK,Sagalhi,2560,4,,310,12109
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,,1172,2,2,75,6399
Plot  Area,Ready To Move,5th Block Jayanagar,3 BHK,,500,2,1,75,15000
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,,1495,3,2,60,4013
Super built-up  Area,Ready To Move,Varthur,2 BHK,DSingSt,1738,2,1,57.35,3300
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1315,2,2,50,3802
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Xeitaa ,1270,2,3,73,5748
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,SNbay G,1160,2,1,52.2,4500
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,1450,2,1,67,4621
Built-up  Area,Ready To Move,Rayasandra,1 BHK,,470,1,1,21,4468
Built-up  Area,Ready To Move,2nd Phase JP Nagar,2 BHK,,1040,2,2,78,7500
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,,1205,2,2,29,2407
Super built-up  Area,Ready To Move,KSRTC Layout,3 BHK,,1215,2,3,50,4115
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Maoma P,1135,2,2,58,5110
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,MBodsen,1224,2,2,48.95,3999
Built-up  Area,Ready To Move,Budigere,1 BHK,PrityTr,664,1,1,34,5120
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Itvir M,1160,2,2,42,3621
Plot  Area,Ready To Move,Babusapalaya,2 BHK,,1200,2,0,105,8750
Built-up  Area,18-Aug,Bommasandra Industrial Area,3 BHK,,1220,2,1,35.2,2885
Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,FoapeWa,1328,2,2,69,5196
Super built-up  Area,Ready To Move,BSM Extension,2 BHK,Raave E,975,2,2,45,4615
Built-up  Area,Ready To Move,Ambedkar Colony,3 BHK,RMcesa ,1907,2,1,200,10488
Built-up  Area,Ready To Move,Malleshwaram,2 BHK,Beesta ,900,2,1,72,8000
Super built-up  Area,Ready To Move,Banashankari 6th Stage,2 BHK,,1330,2,2,80,6015
Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,PuoodSk,2330,5,1,175,7511
Built-up  Area,Ready To Move,Munnekollal,3 BHK,JRarlPe,1222,3,2,95,7774
Plot  Area,Ready To Move,Dodsworth Layout,3 BHK,Prleaou,4446,3,2,410,9222
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Ahriaup,2100,3,1,135,6429
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Adeatlm,3335,4,3,290,8696
Built-up  Area,18-Apr,Whitefield,3 BHK,Prtates,3150,3,1,290,9206
Plot  Area,Ready To Move,Jnana Ganga Nagar,3 BHK,,1320,2,1,95,7197
Plot  Area,Ready To Move,9th Phase JP Nagar,7 BHK,,820,7,3,140,17073
Plot  Area,Ready To Move,Shetty Halli,5 BHK,,8000,5,3,550,6875
Plot  Area,Ready To Move,Hennur Road,4 BHK,,2400,5,3,500,20833
Plot  Area,Ready To Move,Hosur Road,4 BHK,KrineAq,2000,4,1,130,6500
Super built-up  Area,18-Jun,Electronic City Phase II,2 BHK,Coomee ,1244,2,1,55,4421
Super built-up  Area,Ready To Move,Konena Agrahara,2 BHK,EsadeNS,1000,2,1,50,5000
Super built-up  Area,18-May,Gunjur Palya,3 BHK,,1400,3,2,45,3214
Super built-up  Area,Ready To Move,Vignana Nagar,2 BHK,Phens G,1000,2,2,35,3500
Plot  Area,Ready To Move,Rajaji Nagar,2 BHK,,1056,1,0,250,23674
Super built-up  Area,18-Aug,Jeevan bima nagar,2 BHK,,1225,2,2,48,3918
Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2790,5,3,198,7097
Super built-up  Area,Ready To Move,Indira Nagar,4 BHK,,2800,4,3,365,13036
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,Niowshi,1683,3,3,80,4753
Built-up  Area,Ready To Move,Yelahanka,2 BHK,AdniaSk,1250,2,2,54,4320
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Maity W,1305,2,1,110,8429
Plot  Area,Ready To Move,Sarjapur  Road,3 BHK,,3009,3,1,331,11000
Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,Baowsig,1150,2,1,57.5,5000
Built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Clsto C,1654,3,3,70,4232
Carpet  Area,Ready To Move,Munivenkatppa Layout,4 BHK,Trntska,4500,3,0,225,5000
Super built-up  Area,18-May,Kadugodi,3 BHK,Alestrb,1890,4,3,125,6614
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,1069,2,2,55,5145
Super built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,750,1,1,18.5,2467
Plot  Area,Ready To Move,Banashankari,4 BHK,,675,4,0,140,20741
Built-up  Area,17-Dec,Hormavu,3 BHK,,2400,3,1,177,7375
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 BHK,,1200,4,2,240,20000
Plot  Area,Ready To Move,Koramangala,4 BHK,,1410,2,0,280,19858
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680,3,3,130,7738
Super built-up  Area,Ready To Move,Sadanand Nagar,3 BHK,,3500,4,2,500,14286
Super built-up  Area,18-Jul,Sarjapur  Road,3 BHK,PualeSk,1700,3,2,93.5,5500
Plot  Area,Ready To Move,Brindavan Layout,4 BHK,,2200,2,0,150,6818
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Bhmesy ,1595,3,1,105,6583
Super built-up  Area,15-Nov,Hennur Road,3 BHK,,1480,3,,100,6757
Plot  Area,Ready To Move,Bethel Nagar,3 BHK,,1092,3,1,95,8700
Super built-up  Area,19-Sep,Koramangala,3 BHK,Prood P,1866,4,2,245,13130
Super built-up  Area,Ready To Move,Hebbal,3 BHK,RMudeat,3895,3,2,390,10013
Super built-up  Area,Ready To Move,Banashankari,3 BHK,,1683,3,2,115,6833
Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,545,2,1,22.34,4099
Super built-up  Area,Ready To Move,Banaswadi,2 BHK,,1340,2,2,73,5448
Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road, ",3 BHK,,1100,3,2,53,4818
Plot  Area,Ready To Move,Akshaya Nagar,1 BHK,,2000,1,0,200,10000
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sriffhi,1185,2,2,56,4726
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,DSimaUl,1730,3,1,95,5491
Super built-up  Area,19-Sep,Hennur Road,3 BHK,Orens G,1450,3,1,88.6,6110
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Ceiti I,1862,4,1,110,5908
Plot  Area,Ready To Move,Sarjapur  Road,4 BHK,Adeatlm,4000,5,1,578,14450
Built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brica E,2430,5,2,180,7407
Super built-up  Area,Ready To Move,Chambenahalli,2 BHK,,1170,2,3,50,4274
Super built-up  Area,Ready To Move,B Narayanapura,2 BHK,Prionve,1075,2,2,50,4651
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,Niiewin,1060,2,1,34,3208
Super built-up  Area,17-Jun,Sarjapur,2 BHK,,850,2,2,32,3765
Super built-up  Area,Ready To Move,P&T Layout,2 BHK,Sashaa ,935,2,1,45.9,4909
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,4 BHK,Mauner ,1905,3,,86,4514
Built-up  Area,Ready To Move,8th Block Jayanagar,6 BHK,,2000,6,3,300,15000
Plot  Area,Ready To Move,9th Phase JP Nagar,6 BHK,,600,6,2,75,12500
Built-up  Area,Ready To Move,Chikkabanavar,4 BHK,,1500,4,1,105,7000
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Malmser,1725,3,3,85,4928
Super built-up  Area,Ready To Move,Dodda Banaswadi,2 BHK,,1120,2,3,36,3214
Super built-up  Area,Ready To Move,Brookefield,3 BHK,Vaontos,1750,2,2,75,4286
Super built-up  Area,18-Jul,7th Phase JP Nagar,3 BHK,,2000,3,2,77,3850
Built-up  Area,Ready To Move,Koramangala,3 BHK,Saa 2Ai,1745,3,3,98,5616
Plot  Area,Ready To Move,Bagalakunte,5 BHK,,750,3,1,95,12667
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1270,2,2,55.25,4350
Super built-up  Area,Ready To Move,Iblur Village,5 BHK,Emine P,5384,5,3,420,7801
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,NCensun,1180,2,2,72,6102
Built-up  Area,Ready To Move,Shanti Nagar,2 BHK,SwionMa,1130,2,1,75,6637
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1723,3,2,95,5514
Built-up  Area,Ready To Move,Mysore Road,2 BHK,PrntaEn,1175,2,2,70.5,6000
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,Dimes E,1607,2,2,112,6970
Built-up  Area,18-May,Varanasi,2 BHK,Ocuil T,1334,2,1,62,4648
Built-up  Area,Ready To Move,Vishwapriya Layout,5 BHK,,2800,5,3,130,4643
Super built-up  Area,19-Dec,Bannerghatta,2 BHK,,1113,2,1,70,6289
Built-up  Area,Ready To Move,9th Phase JP Nagar,3 BHK,NaensGa,1300,2,2,58,4462
Plot  Area,Ready To Move,Judicial Layout,4 BHK,,2400,4,,350,14583
Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,,1200,2,2,60,5000
Super built-up  Area,Ready To Move,cooketown,3 BHK,,1900,3,2,190,10000
Super built-up  Area,Ready To Move,Jakkur,4 BHK,Lecco C,5150,4,3,559,10854
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 BHK,,1200,5,,290,24167
Super built-up  Area,18-Dec,Whitefield,4 BHK,Goted U,2956,5,,234,7916
Plot  Area,Ready To Move,Begur Road,5 BHK,,1100,5,1,165,15000
Super built-up  Area,18-May,Panathur,2 BHK,Prcesvy,1398,2,1,97,6938
Plot  Area,Ready To Move,Margondanahalli,2 BHK,,1152,1,0,66,5729
Plot  Area,Ready To Move,Rajarajeshwarinagar,4 BHK,,1200,5,,325,27083
Super built-up  Area,Ready To Move,Nagavara,2 BHK,,1110,2,2,44.95,4050
Built-up  Area,Ready To Move, Devarachikkanahalli,2 BHK,Sarch M,1116,2,1,47,4211
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,ARngsd ,1061,2,1,33.84,3189
Super built-up  Area,Ready To Move,Malleshwaram,1 BHK,,620,1,1,86.8,14000
Built-up  Area,Ready To Move,Yelahanka,2 BHK,Shana S,1270,2,2,57,4488
Super built-up  Area,18-Apr,Peenya,2 BHK,,966,2,2,50,5176
Plot  Area,Ready To Move,AMS Layout,4 BHK,,1200,4,1,110,9167
Plot  Area,Ready To Move,Kodigehalli,4 BHK,,1320,4,3,249,18864
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,Emine P,3596,5,1,297,8259
Super built-up  Area,18-May,Kathriguppe IV Phase,3 BHK,,1630,3,2,131,8037
Super built-up  Area,Ready To Move,Kodipalya,5 BHK,,600,6,3,72,12000
Plot  Area,Ready To Move,Ramchandrapuram,4 BHK,,600,4,2,60,10000
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,Veiewak,1202,2,1,65,5408
Plot  Area,Ready To Move,Pampa Extension,4 BHK,,1200,4,2,250,20833
Built-up  Area,Ready To Move,Jakkur,2 BHK,,1300,2,2,80,6154
Plot  Area,Ready To Move,Uttarahalli,6 BHK,,1200,6,2,330,27500
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1360,2,1,70,5147
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Mileeou,1155,2,1,69.18,5990
Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,Taonte ,2378,3,1,310,13036
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,MBrrySt,1011,2,2,38,3759
Built-up  Area,Ready To Move,HSR Layout,2 BHK,VaiewV ,1203,2,2,72,5985
Super built-up  Area,19-Dec,Hebbal,3 BHK,Raard B,1645,3,2,113,6869
Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,Honcyju,1364,2,3,50,3666
Built-up  Area,Ready To Move,KR Layout,1 BHK,,1050,2,2,41,3905
Super built-up  Area,Ready To Move,Kothanur,3 BHK,,1365,3,3,66,4835
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1252,3,3,70,5591
Built-up  Area,Ready To Move,Panathur,2 BHK,,1065,2,1,58,5446
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1270,2,1,55.25,4350
Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,KVersuj,1032,2,2,45,4360
Super built-up  Area,Ready To Move,Frazer Town,4 BHK,,2900,4,2,325,11207
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3 BHK,NDivaOl,1515,2,3,69,4554
Super built-up  Area,Ready To Move,Akshaya Vana,2 BHK,Daganva,1427,2,2,52,3644
Super built-up  Area,Ready To Move,Magadi Road,2 BHK,,940,2,2,50,5319
Plot  Area,18-Mar,Medahalli,5 BHK,,800,5,1,95,11875
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1460,2,2,80,5479
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2275,4,2,175,7692
Super built-up  Area,21-Sep,9th Phase JP Nagar,3 BHK,Vasisvi,1522,3,2,90,5913
Plot  Area,19-Jan,Basaveshwara Nagar Yelahanka,3 BHK,,3210,4,2,380,11838
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1185,2,2,42.67,3601
Super built-up  Area,Ready To Move,1Hoysalanagar,13 BHK,,5425,13,0,275,5069
Built-up  Area,Ready To Move,Banashankari,3 BHK,Bregae ,1800,3,2,125,6944
Super built-up  Area,17-May,Electronics City Phase 1,2 BHK,,940,2,1,44,4681
Plot  Area,Ready To Move,Andrahalli,4 BHK,,1200,4,2,135,11250
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1530,3,2,71,4641
Built-up  Area,Ready To Move,Gollahalli,2 BHK,Viine P,1050,2,1,48,4571
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Prldsri,929,2,2,49,5274
Built-up  Area,Ready To Move,Banjara Layout,4 BHK,,3750,5,3,145,3867
Super built-up  Area,Ready To Move,Whitefield,3 BHK,PaantPl,1530,3,3,75,4902
Plot  Area,Ready To Move,PC Palaya,2 BHK,,900,2,1,48,5333
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,,978,2,1,34.22,3499
Built-up  Area,Ready To Move,Sathya Sai Layout,4 BHK,Prowshi,4041,4,2,345,8537
Super built-up  Area,Ready To Move,Ambalipura,1 BHK,,770,1,2,43.82,5691
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,,1066,2,3,55,5159
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Palleon,635,1,0,28,4409
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Arria G,1015,2,1,45,4433
Built-up  Area,Ready To Move,Hebbal,2 BHK,AraraSa,1175,2,0,54.05,4600
Plot  Area,Ready To Move,Chikkabanavar,4 BHK,,1200,4,2,130,10833
Super built-up  Area,18-May,Vidyaranyapura,2 BHK,,1188,2,1,50,4209
Plot  Area,Ready To Move,Indira Nagar,5 BHK,,2400,5,2,700,29167
Super built-up  Area,19-Oct,Soppahalli,1 BHK,,620,1,1,25,4032
Built-up  Area,Ready To Move,Ejipura,2 BHK,Prsichi,1210,2,0,75,6198
Plot  Area,18-Apr,Attibele,3 BHK,Goe 2me,1000,3,1,90,9000
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Suavea ,1500,2,,99,6600
Plot  Area,Ready To Move,Electronic City,4 BHK,Aroveth,1800,3,2,190,10556
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1185,2,2,43.66,3684
Built-up  Area,Ready To Move,Basavangudi,3 BHK,V2lasna,1600,3,3,130,8125
Super built-up  Area,Ready To Move,Gottigere,2 BHK,,1100,2,1,28,2545
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Jatish ,1300,2,2,69.23,5325
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,MSopsw ,1100,2,1,68,6182
Super built-up  Area,19-Apr,Ambalipura,2 BHK,Sisice ,860,2,1,28.93,3364
Super built-up  Area,18-Jun,Panathur,2 BHK,,1007,2,1,64,6356
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,SagasSa,1100,2,2,48,4364
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SMuilan,1187,2,1,38,3201
Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,,1150,2,2,72,6261
Super built-up  Area,Ready To Move,Nagavara,3 BHK,Vancyat,2400,3,2,252,10500
Super built-up  Area,18-Apr,Aavalahalli,2 BHK,,1180,2,3,41.94,3554
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820,3,2,85.2,4681
Plot  Area,Ready To Move,Hennur Bande,6 BHK,,1200,6,3,180,15000
Plot  Area,Ready To Move,Sector 1 HSR Layout,3 BHK,,2400,6,2,775,32292
Super built-up  Area,Ready To Move,KR Puram,4 BHK,,3628,4,1,246,6781
Built-up  Area,Ready To Move,Kodbisanhalli,3 BHK,KSideas,1430,3,2,70,4895
Super built-up  Area,21-Jan,Kanakpura Road,2 BHK,PrarePa,700,2,1,40,5714
Plot  Area,Ready To Move,Kattigenahalli,2 BHK,,1200,1,0,70,5833
Super built-up  Area,20-Dec,Old Madras Road,2 BHK,Shmes O,1165,2,1,40.77,3500
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,,1569,3,2,118,7521
Super built-up  Area,Ready To Move,Basaveshwara Nagar Yelahanka,3 BHK,,1950,4,3,95,4872
Plot  Area,Ready To Move,Jayanti Nagar,2 BHK,,1200,3,1,70,5833
Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,,2437,3,2,125,5129
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,950,2,2,46.7,4916
Built-up  Area,18-Jul,Bellandur,3 BHK,NiCodCa,1685,3,3,115,6825
Super built-up  Area,Ready To Move,Green Glen Layout,4 BHK,,3270,4,3,205,6269
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Maantr ,1314,2,2,110,8371
Super built-up  Area,18-May,New Gurappana Palya,3 BHK,,1250,3,2,40,3200
Built-up  Area,Ready To Move,Virudhu Nagar,2 BHK,AmthaIn,1130,2,2,68,6018
Plot  Area,Ready To Move,Doddakannelli,6 BHK,,1200,9,3,122,10167
Plot  Area,Ready To Move,Sultan Palaya,6 BHK,,890,5,2,160,17978
Plot  Area,Ready To Move,kamanahalli main road,3 BHK,,857,3,2,95,11085
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Santste,2247,3,,145,6453
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Valdsic,1550,3,2,85,5484
Super built-up  Area,Ready To Move,Hoodi,3 BHK,SMaxyay,1715,2,2,100,5831
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Koagati,1053,2,1,53,5033
Plot  Area,Ready To Move,Begur Road,3 BHK,,1200,3,0,50,4167
Plot  Area,Ready To Move,HBR Layout,3 BHK,,1800,2,1,230,12778
Built-up  Area,Ready To Move,Chikkabanavar,5 BHK,,2400,4,0,97,4042
Super built-up  Area,Ready To Move,Kodbisanhalli,2 BHK,Seityen,1245,1,3,60,4819
Plot  Area,Ready To Move,Whitefield,4 BHK,PrOakSi,3940,5,3,265,6726
Built-up  Area,Ready To Move,Thanisandra,3 BHK,Pronyt ,1241,2,1,65,5238
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,BriumMi,2980,4,2,260,8725
Plot  Area,Ready To Move,7th Block Koramangala,6 BHK,,600,5,3,130,21667
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Vaw 1il,1090,2,2,57,5229
Super built-up  Area,Ready To Move,Byrasandra,3 BHK,ViisePa,1390,2,1,50,3597
Plot  Area,Ready To Move,Sampangi Rama Nagar,8 BHK,,600,4,3,175,29167
Super built-up  Area,Ready To Move,Jakkur Plantation,3 BHK,Leora D,2750,5,2,275,10000
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,PrarePa,1100,2,1,52.97,4815
Built-up  Area,Ready To Move,Koramangala,2 BHK,HawerMa,1350,2,2,103,7630
Built-up  Area,Ready To Move,Prakash Nagar,2 BHK,,800,2,2,55,6875
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1787,3,2,116,6491
Built-up  Area,Ready To Move,BTM Layout,3 BHK,,2400,3,2,220,9167
Super built-up  Area,Ready To Move,Haralur Road,4 BHK,Oznzaes,3700,4,2,325,8784
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1691,3,2,93.01,5500
Plot  Area,18-Mar,Chikka Tirupathi,3 BHK,Theanmp,2325,3,,95,4086
Plot  Area,Ready To Move,Thyagaraja Nagar,5 BHK,,570,5,0,80,14035
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1896,3,2,102,5380
Super built-up  Area,17-Oct,Banashankari Stage V,3 BHK,Naiewre,1540,3,2,48.51,3150
Super built-up  Area,Ready To Move,Cambridge Layout,2 BHK,,1244,2,2,95,7637
Super built-up  Area,Ready To Move,Hormavu,3 BHK,Naandit,1365,2,2,65,4762
Super built-up  Area,18-May,Thanisandra,1 BHK,SaSkyBl,580,1,1,27.5,4741
Plot  Area,Ready To Move,Bharat Nagar,3 BHK,,1500,4,2,180,12000
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,HMityld,1513,2,3,62,4098
Super built-up  Area,Ready To Move,Banashankari,2 BHK,,1175,2,1,41.13,3500
Super built-up  Area,17-Jan,Thanisandra,3 BHK,Soitya ,2087,4,2,139,6660
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,2273,3,2,145,6379
Super built-up  Area,19-May,Thanisandra,3 BHK,G conTh,2050,3,2,150,7317
Built-up  Area,Ready To Move,Garebhavipalya,2 BHK,,1200,2,1,75,6250
Super built-up  Area,Ready To Move,Whitefield,2 BHK,,1190,2,3,59,4958
Super built-up  Area,Ready To Move,Kodigehalli,4 BHK,,600,3,2,85,14167
Super built-up  Area,18-Apr,Marathahalli,2 BHK,,1019,2,2,49.86,4893
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,1830,3,2,133,7268
Plot  Area,Ready To Move,Channasandra,7 BHK,,4278,7,1,299,6989
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,MamelKa,1028,2,1,56,5447
Built-up  Area,Ready To Move,Old Madras Road,2 BHK,Sastaat,1300,2,2,100,7692
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Maoma P,1160,2,1,67,5776
Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,,1505,3,2,78,5183
Plot  Area,Ready To Move,Ramchandrapuram,1 BHK,,400,2,1,50,12500
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,,1175,2,1,41.68,3547
Super built-up  Area,Ready To Move,Janatha Colony,2 BHK,Smrryny,1100,2,2,57.6,5236
Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,3 BHK,PrBayGa,2159,3,2,120,5558
Super built-up  Area,18-May,Devanahalli,2 BHK,Jurdsig,1230,2,1,56.45,4589
Plot  Area,Ready To Move,Gkvk Layout,3 BHK,,1200,4,2,180,15000
